h1_x_0,h1_y_0,h1_x_1,h1_y_1,h1_x_2,h1_y_2,h1_x_3,h1_y_3,h1_x_4,h1_y_4,h1_x_5,h1_y_5,h1_x_6,h1_y_6,h1_x_7,h1_y_7,h1_x_8,h1_y_8,h1_x_9,h1_y_9,h1_x_10,h1_y_10,h1_x_11,h1_y_11,h1_x_12,h1_y_12,h1_x_13,h1_y_13,h1_x_14,h1_y_14,h1_x_15,h1_y_15,h1_x_16,h1_y_16,h1_x_17,h1_y_17,h1_x_18,h1_y_18,h1_x_19,h1_y_19,h1_x_20,h1_y_20,h2_x_0,h2_y_0,h2_x_1,h2_y_1,h2_x_2,h2_y_2,h2_x_3,h2_y_3,h2_x_4,h2_y_4,h2_x_5,h2_y_5,h2_x_6,h2_y_6,h2_x_7,h2_y_7,h2_x_8,h2_y_8,h2_x_9,h2_y_9,h2_x_10,h2_y_10,h2_x_11,h2_y_11,h2_x_12,h2_y_12,h2_x_13,h2_y_13,h2_x_14,h2_y_14,h2_x_15,h2_y_15,h2_x_16,h2_y_16,h2_x_17,h2_y_17,h2_x_18,h2_y_18,h2_x_19,h2_y_19,h2_x_20,h2_y_20,label
0.14330840110778809,0.14985358715057373,0.09612524509429932,0.13147759437561035,0.05822563171386719,0.0854141116142273,0.030577540397644043,0.046796560287475586,0.0,0.011537134647369385,0.10460245609283447,0.0,0.06608080863952637,0.007714450359344482,0.038783371448516846,0.05119049549102783,0.02185875177383423,0.08991575241088867,0.1381688117980957,0.014649808406829834,0.10050791501998901,0.016451120376586914,0.06567972898483276,0.050331294536590576,0.04392361640930176,0.0856626033782959,0.1687602996826172,0.04644352197647095,0.1363247036933899,0.06256937980651855,0.10259664058685303,0.09272116422653198,0.07948201894760132,0.11969679594039917,0.19239062070846558,0.08760523796081543,0.1690252423286438,0.1002492904663086,0.1425676941871643,0.12209367752075195,0.12237578630447388,0.14108145236968994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.13478714227676392,0.1660994291305542,0.0892898440361023,0.14060091972351074,0.053835272789001465,0.09091371297836304,0.02771228551864624,0.04897665977478027,0.0,0.013376712799072266,0.09692525863647461,0.0,0.06664413213729858,0.002018153667449951,0.038334012031555176,0.0425335168838501,0.01845419406890869,0.07989424467086792,0.13036996126174927,0.008473634719848633,0.09494757652282715,0.013557970523834229,0.05952483415603638,0.050869107246398926,0.03479188680648804,0.08753472566604614,0.15961378812789917,0.03602635860443115,0.11881524324417114,0.06654518842697144,0.08302658796310425,0.10253244638442993,0.05827265977859497,0.131638765335083,0.18280792236328125,0.07450568675994873,0.14721882343292236,0.09974867105484009,0.1169881820678711,0.12389802932739258,0.09433239698410034,0.14333927631378174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.1266917586326599,0.07126697897911072,0.08930724859237671,0.16376090049743652,0.07770541310310364,0.22570908069610596,0.05243775248527527,0.26275336742401123,0.0,0.1701224148273468,0.06797677278518677,0.2433415651321411,0.17924904823303223,0.21307814121246338,0.18151649832725525,0.18560752272605896,0.15206390619277954,0.12972548604011536,0.10693138837814331,0.21073555946350098,0.22493430972099304,0.18199270963668823,0.21692082285881042,0.15259042382240295,0.1823391616344452,0.08902639150619507,0.15319392085075378,0.16630631685256958,0.2587296664714813,0.14116156101226807,0.2466849386692047,0.11260491609573364,0.21300822496414185,0.053275883197784424,0.20337092876434326,0.12088987231254578,0.2857418358325958,0.11338889598846436,0.27671948075294495,0.09540259838104248,0.24631217122077942,0.5476440787315369,0.1617334485054016,0.4661845564842224,0.10577425360679626,0.378389835357666,0.0789099931716919,0.31297779083251953,0.060031503438949585,0.27049118280410767,0.01761263608932495,0.37593555450439453,0.07538312673568726,0.306096613407135,0.16592994332313538,0.3335634469985962,0.17917469143867493,0.36134159564971924,0.15204206109046936,0.41447269916534424,0.11179152131080627,0.3421173691749573,0.21786311268806458,0.37487107515335083,0.21147093176841736,0.39942848682403564,0.1768501102924347,0.45273661613464355,0.15358132123947144,0.3852763772010803,0.2577231228351593,0.4153408408164978,0.2438432276248932,0.43754398822784424,0.20452097058296204,0.48973333835601807,0.19754716753959656,0.4301966428756714,0.2845493257045746,0.4492373466491699,0.27118054032325745,0.47284406423568726,0.23663261532783508,A
0.0,0.11407545208930969,0.06599834561347961,0.07718828320503235,0.14814579486846924,0.07144644856452942,0.2019389271736145,0.04735258221626282,0.23294547200202942,0.003946155309677124,0.16230642795562744,0.10789909958839417,0.22142687439918518,0.2189525067806244,0.19373548030853271,0.21039387583732605,0.1688328981399536,0.1751628816127777,0.12532752752304077,0.1548328697681427,0.18872541189193726,0.266686350107193,0.16163447499275208,0.24582520127296448,0.1356264352798462,0.20387282967567444,0.0846896767616272,0.19956573843955994,0.14663544297218323,0.29806390404701233,0.12297454476356506,0.2739710509777069,0.09812632203102112,0.23505035042762756,0.04432457685470581,0.2396983802318573,0.09402519464492798,0.30987778306007385,0.08147591352462769,0.2881743609905243,0.06276875734329224,0.25486209988594055,0.49267542362213135,0.14020153880119324,0.4259539246559143,0.09120827913284302,0.3453591465950012,0.06980946660041809,0.28669071197509766,0.048954546451568604,0.2505599856376648,0.0,0.33943241834640503,0.07118979096412659,0.2693336606025696,0.18898329138755798,0.29901254177093506,0.19587954878807068,0.3245229721069336,0.16412624716758728,0.3751884698867798,0.11529305577278137,0.3054072856903076,0.2355680763721466,0.33709293603897095,0.22635796666145325,0.3594798445701599,0.19664952158927917,0.41117382049560547,0.16456910967826843,0.34709638357162476,0.26919397711753845,0.3748769760131836,0.251777321100235,0.3962411880493164,0.2199920117855072,0.44568073749542236,0.21320447325706482,0.389301598072052,0.2888263761997223,0.4075600504875183,0.2714386284351349,0.4297512173652649,0.24271944165229797,A
0.0,0.11759746074676514,0.06647366285324097,0.08003383874893188,0.14891722798347473,0.07421252131462097,0.20335504412651062,0.04989585280418396,0.2353169322013855,0.006961166858673096,0.16244706511497498,0.11129367351531982,0.2237815260887146,0.2209339141845703,0.1951921582221985,0.21343469619750977,0.16944587230682373,0.1787087321281433,0.12560111284255981,0.15840375423431396,0.19011643528938293,0.2695077657699585,0.16258138418197632,0.24932312965393066,0.13636931777000427,0.2071201205253601,0.08490866422653198,0.20287799835205078,0.14767959713935852,0.30093449354171753,0.12386196851730347,0.27742916345596313,0.09905824065208435,0.23822802305221558,0.0444033145904541,0.2420823574066162,0.0943027138710022,0.31325995922088623,0.08241784572601318,0.2921752333641052,0.06420189142227173,0.25826597213745117,0.49468982219696045,0.1426839828491211,0.4258759021759033,0.09343895316123962,0.3446529507637024,0.07089585065841675,0.2863583564758301,0.04888984560966492,0.2508804202079773,0.0,0.3393833637237549,0.07361024618148804,0.2713780403137207,0.19197946786880493,0.30158108472824097,0.1972903609275818,0.3268805146217346,0.16413533687591553,0.3757631778717041,0.11756616830825806,0.3076065182685852,0.2390623688697815,0.3393312096595764,0.22900927066802979,0.361347496509552,0.19877922534942627,0.41225165128707886,0.1663886308670044,0.34873080253601074,0.2726724147796631,0.37656205892562866,0.2552141547203064,0.39793872833251953,0.22309553623199463,0.4467644691467285,0.21386003494262695,0.3915415406227112,0.2916523814201355,0.4098239541053772,0.2744542360305786,0.4321756958961487,0.24509257078170776,A
0.0,0.11774712800979614,0.06679631769657135,0.07946789264678955,0.14963434636592865,0.0728473961353302,0.20448167622089386,0.04801452159881592,0.23653577268123627,0.005119651556015015,0.16283629834651947,0.11002501845359802,0.2248256355524063,0.2188066840171814,0.19591055810451508,0.21105164289474487,0.1695861667394638,0.1763426661491394,0.1262921541929245,0.15835285186767578,0.19153763353824615,0.2677960991859436,0.1644868701696396,0.24790459871292114,0.1382097750902176,0.20670586824417114,0.08590130507946014,0.20346862077713013,0.1489541381597519,0.2997089624404907,0.12554238736629486,0.2763780355453491,0.10078929364681244,0.23808401823043823,0.045562610030174255,0.24312365055084229,0.09553737938404083,0.31183820962905884,0.08363471925258636,0.2905977964401245,0.06533636152744293,0.25739872455596924,0.49460260570049286,0.1427263617515564,0.42667256295681,0.09377709031105042,0.3466726988554001,0.07099390029907227,0.288700208067894,0.04869052767753601,0.2529558092355728,0.0,0.3395926207304001,0.07320493459701538,0.27103982865810394,0.1914198398590088,0.30061398446559906,0.19753128290176392,0.32579003274440765,0.1652035117149353,0.3757713884115219,0.11685788631439209,0.3078555315732956,0.23817849159240723,0.3395906537771225,0.2289603352546692,0.36156003177165985,0.19900482892990112,0.41195838153362274,0.16580957174301147,0.34917740523815155,0.2717726230621338,0.37724219262599945,0.25514549016952515,0.3985138386487961,0.2234930396080017,0.44645993411540985,0.2138494849205017,0.3924269527196884,0.291103720664978,0.4110688418149948,0.27418625354766846,0.4331267923116684,0.24513524770736694,A
0.0,0.11941176652908325,0.06516076624393463,0.08031708002090454,0.1483057588338852,0.07399517297744751,0.2034144550561905,0.05133059620857239,0.23609058558940887,0.008175253868103027,0.16279105842113495,0.11040353775024414,0.22641734778881073,0.21918678283691406,0.19694669544696808,0.2117013931274414,0.1704542487859726,0.17753207683563232,0.126530721783638,0.15810900926589966,0.19266639649868011,0.26867038011550903,0.16469107568264008,0.24816668033599854,0.13778336346149445,0.20713859796524048,0.0864984542131424,0.20345526933670044,0.15024586021900177,0.3012789487838745,0.12675081193447113,0.2772752642631531,0.1013527363538742,0.23837095499038696,0.04673512279987335,0.24366533756256104,0.09769539535045624,0.3144243359565735,0.08628053963184357,0.29305124282836914,0.06756497919559479,0.2593305706977844,0.49559246003627777,0.1453876495361328,0.4276522845029831,0.09428396821022034,0.3449196070432663,0.07222387194633484,0.2849827855825424,0.05099344253540039,0.2511652559041977,0.0,0.34164516627788544,0.07242530584335327,0.27295146882534027,0.18994140625,0.3036395162343979,0.19442325830459595,0.3280024379491806,0.16171884536743164,0.37723158299922943,0.11714273691177368,0.30866770446300507,0.23687756061553955,0.34036771953105927,0.22546452283859253,0.3612114042043686,0.19458484649658203,0.4127234071493149,0.16677725315093994,0.3500824421644211,0.2716711163520813,0.3774176090955734,0.2521863579750061,0.397769495844841,0.21898716688156128,0.4458848685026169,0.21528774499893188,0.39298175275325775,0.2924664616584778,0.4111638516187668,0.27397602796554565,0.4325311630964279,0.2443123459815979,A
0.0,0.1173982322216034,0.06623117625713348,0.07914325594902039,0.149342879652977,0.07351583242416382,0.20382265746593475,0.05235418677330017,0.23812200129032135,0.014561295509338379,0.16393665969371796,0.11137786507606506,0.22527264058589935,0.21878358721733093,0.19618700444698334,0.21141472458839417,0.17021732032299042,0.17631784081459045,0.12787507474422455,0.15809175372123718,0.1914231926202774,0.2690971791744232,0.1632346361875534,0.24827340245246887,0.13677115738391876,0.20610979199409485,0.08755411207675934,0.2024843990802765,0.14885298907756805,0.3016655147075653,0.12535281479358673,0.27696022391319275,0.10042156279087067,0.237184077501297,0.0470263808965683,0.24140533804893494,0.09623192250728607,0.31512561440467834,0.08520390093326569,0.2931118309497833,0.06722070276737213,0.25843700766563416,0.49784015119075775,0.14348843693733215,0.4318688362836838,0.09229663014411926,0.34891341626644135,0.07034486532211304,0.28913913667201996,0.04977339506149292,0.25306151807308197,0.0,0.3417764753103256,0.07427319884300232,0.27440427243709564,0.19332727789878845,0.30490581691265106,0.19738230109214783,0.3293335288763046,0.16524681448936462,0.3763796538114548,0.1187349259853363,0.3091763108968735,0.2397414743900299,0.34180109202861786,0.22764763236045837,0.363628551363945,0.19693419337272644,0.41221021115779877,0.1679152548313141,0.35039715468883514,0.27301934361457825,0.3785582631826401,0.2525099813938141,0.39945994317531586,0.21967288851737976,0.4465688318014145,0.216861754655838,0.3928518742322922,0.2924642860889435,0.4115588515996933,0.27328822016716003,0.4330984801054001,0.2441801130771637,A
0.0,0.11694097518920898,0.06613630056381226,0.07812082767486572,0.1499420404434204,0.07261687517166138,0.2046416699886322,0.052316367626190186,0.2366366982460022,0.009695053100585938,0.1625080108642578,0.11039182543754578,0.2258417308330536,0.2186504602432251,0.1970527470111847,0.21043074131011963,0.17069420218467712,0.17645329236984253,0.1259910762310028,0.15744608640670776,0.19183161854743958,0.26770639419555664,0.16459739208221436,0.24575400352478027,0.13740181922912598,0.20489907264709473,0.08592531085014343,0.20213431119918823,0.14911633729934692,0.3002736568450928,0.12653419375419617,0.27480053901672363,0.10120970010757446,0.23588252067565918,0.046139657497406006,0.24171972274780273,0.09683138132095337,0.31385332345962524,0.08608904480934143,0.2912978529930115,0.06746354699134827,0.25727981328964233,0.4980321526527405,0.14376211166381836,0.4307199716567993,0.09149542450904846,0.34776467084884644,0.06996876001358032,0.2877159118652344,0.05031648278236389,0.2524721622467041,0.0,0.343112587928772,0.073049396276474,0.2740548253059387,0.19197243452072144,0.3045727610588074,0.19554197788238525,0.32970213890075684,0.16320884227752686,0.3783584237098694,0.11747157573699951,0.3090318441390991,0.23794478178024292,0.3409801721572876,0.22549420595169067,0.3629344701766968,0.1951013207435608,0.4145907163619995,0.16686511039733887,0.3502574563026428,0.27239757776260376,0.37811553478240967,0.2513744831085205,0.3993982672691345,0.21831411123275757,0.44902050495147705,0.21586906909942627,0.39358675479888916,0.292477548122406,0.4118068814277649,0.2728131413459778,0.433987557888031,0.24339479207992554,A
0.0,0.11422258615493774,0.06575721502304077,0.07667607069015503,0.14992466568946838,0.07185536623001099,0.20409539341926575,0.04915156960487366,0.23657917976379395,0.004924416542053223,0.16102567315101624,0.11007332801818848,0.22346124053001404,0.2182343602180481,0.1938214898109436,0.20920151472091675,0.1678450107574463,0.17421185970306396,0.12380433082580566,0.1560460925102234,0.18931031227111816,0.26618492603302,0.16141414642333984,0.24407655000686646,0.13468492031097412,0.20290619134902954,0.08297598361968994,0.1999700665473938,0.14580219984054565,0.29813194274902344,0.1220821738243103,0.2717721462249756,0.09654954075813293,0.23218834400177002,0.042585402727127075,0.23901402950286865,0.09287944436073303,0.312282919883728,0.08181533217430115,0.28894031047821045,0.06323704123497009,0.25396859645843506,0.49621590971946716,0.139684796333313,0.42779842019081116,0.08947059512138367,0.34614118933677673,0.0673750638961792,0.2876225411891937,0.04672497510910034,0.250064879655838,0.0,0.3392707407474518,0.06882935762405396,0.27029910683631897,0.18920278549194336,0.2999112904071808,0.1951640248298645,0.32525739073753357,0.16306912899017334,0.37561091780662537,0.11261862516403198,0.3068911135196686,0.2363603115081787,0.3390327990055084,0.22653740644454956,0.3617183268070221,0.19719254970550537,0.4122077524662018,0.16205912828445435,0.34933045506477356,0.270733118057251,0.3777928054332733,0.25251835584640503,0.3992454707622528,0.22067677974700928,0.4471847712993622,0.2107071876525879,0.391932874917984,0.2893115282058716,0.4106478989124298,0.2712492346763611,0.4328654706478119,0.2415444254875183,A
